,acc,val_acc,loss,val_loss,f1_m,val_f1_m
0,0.795918345451355,0.8999999761581421,0.41180703043937683,0.2836076319217682,0.8357142806053162,0.8216931223869324
1,0.8326530456542969,0.8857142925262451,0.3856419026851654,0.31432414054870605,0.8510752320289612,0.7870370745658875
2,0.8040816187858582,0.6714285612106323,0.43175840377807617,0.6511778235435486,0.822503924369812,0.5314815044403076
3,0.7755101919174194,0.9285714030265808,0.42953911423683167,0.25977998971939087,0.7992319464683533,0.8407407402992249
4,0.8204081654548645,0.8999999761581421,0.43484970927238464,0.293572336435318,0.8232719302177429,0.8203703761100769
5,0.8408163189888,0.8999999761581421,0.41337060928344727,0.260373592376709,0.8694315552711487,0.8129629492759705
6,0.8326530456542969,0.8999999761581421,0.4140227437019348,0.2982955574989319,0.8585253357887268,0.8129629492759705
7,0.8163265585899353,0.9285714030265808,0.381121963262558,0.2599329650402069,0.8243470788002014,0.8407407402992249
8,0.800000011920929,0.8142856955528259,0.42275506258010864,0.4203440546989441,0.8356375694274902,0.7092592716217041
9,0.8530611991882324,0.7571428418159485,0.3857942819595337,0.4790588915348053,0.8801842927932739,0.6259258985519409
10,0.8408163189888,0.8999999761581421,0.3891338109970093,0.2841815650463104,0.8623655438423157,0.8055555820465088
11,0.844897985458374,0.8999999761581421,0.3940710127353668,0.31099388003349304,0.8678187131881714,0.8037037253379822
12,0.8408163189888,0.8999999761581421,0.366585373878479,0.27267685532569885,0.8598310351371765,0.8129629492759705
13,0.8244897723197937,0.8142856955528259,0.3682120442390442,0.4292067587375641,0.8575268983840942,0.6994708776473999
14,0.8367347121238708,0.8571428656578064,0.3726600110530853,0.35207876563072205,0.8403225541114807,0.7370370030403137
15,0.8530611991882324,0.9285714030265808,0.3310162127017975,0.2155359387397766,0.8720430135726929,0.8407407402992249
16,0.8734694123268127,0.8571428656578064,0.3378135561943054,0.3469770848751068,0.8981567025184631,0.7666667103767395
17,0.8408163189888,0.8571428656578064,0.38683536648750305,0.30543264746665955,0.8668971061706543,0.7648148536682129
18,0.8693877458572388,0.9285714030265808,0.35295459628105164,0.2013900876045227,0.8776497840881348,0.8555555939674377
19,0.8653061389923096,0.8999999761581421,0.36140209436416626,0.2384026050567627,0.8698924779891968,0.8365079760551453
20,0.8326530456542969,0.9142857193946838,0.3725493848323822,0.21712571382522583,0.8535329103469849,0.8314814567565918
