,acc,val_acc,loss,val_loss,f1_m,val_f1_m
0,0.897857129573822,0.9449999928474426,0.2675211727619171,0.14549481868743896,0.8434286713600159,0.8630000352859497
1,0.9057142734527588,0.9075000286102295,0.24576309323310852,0.2374570518732071,0.8551430702209473,0.8165715932846069
2,0.897857129573822,0.9449999928474426,0.279011070728302,0.15180885791778564,0.8272518515586853,0.8819048404693604
3,0.9007142782211304,0.9474999904632568,0.2682308852672577,0.14922930300235748,0.8325172066688538,0.8806667327880859
4,0.9021428823471069,0.9449999928474426,0.2582949697971344,0.16475240886211395,0.8252655863761902,0.875999927520752
5,0.9007142782211304,0.9175000190734863,0.26912057399749756,0.22858503460884094,0.8322040438652039,0.8403810262680054
6,0.8885714411735535,0.8899999856948853,0.27625030279159546,0.24577942490577698,0.8158097863197327,0.7978572249412537
7,0.9092857241630554,0.9225000143051147,0.24292916059494019,0.18862934410572052,0.8556053638458252,0.8405716419219971
8,0.9121428728103638,0.949999988079071,0.23327645659446716,0.14385180175304413,0.8437827229499817,0.8709999918937683
9,0.9021428823471069,0.9350000023841858,0.24155071377754211,0.17390777170658112,0.8434152603149414,0.855238139629364
10,0.9171428680419922,0.9100000262260437,0.23951783776283264,0.21541501581668854,0.8441359996795654,0.7970477342605591
