,acc,val_acc,loss,val_loss,f1_m,val_f1_m
0,0.6828571557998657,0.7649999856948853,0.6717931628227234,0.5743321180343628,0.6128435134887695,0.6562856435775757
1,0.7528571486473083,0.7749999761581421,0.5218782424926758,0.46485278010368347,0.6711834669113159,0.77390456199646
2,0.8100000023841858,0.9100000262260437,0.46688053011894226,0.34189268946647644,0.7516735196113586,0.8816189765930176
3,0.845714271068573,0.9350000023841858,0.41496285796165466,0.22499436140060425,0.7724624872207642,0.9062857031822205
4,0.8371428847312927,0.9100000262260437,0.4275575578212738,0.2399405688047409,0.7555372714996338,0.8409523963928223
5,0.854285717010498,0.9350000023841858,0.3813371956348419,0.261206716299057,0.7802721261978149,0.8742856383323669
6,0.8628571629524231,0.9200000166893005,0.3612097203731537,0.25004568696022034,0.7830749750137329,0.854285717010498
7,0.8628571629524231,0.9350000023841858,0.3805517554283142,0.22269052267074585,0.7800543308258057,0.8742856383323669
8,0.8828571438789368,0.9200000166893005,0.34755778312683105,0.21615582704544067,0.8128164410591125,0.8516190052032471
9,0.8728571534156799,0.9399999976158142,0.34251871705055237,0.19068340957164764,0.7910478115081787,0.9129522442817688
10,0.8828571438789368,0.9549999833106995,0.3307030200958252,0.1846427321434021,0.8484082818031311,0.9238094091415405
11,0.8857142925262451,0.9350000023841858,0.31701895594596863,0.17069998383522034,0.8051701784133911,0.8876190185546875
12,0.8914285898208618,0.9399999976158142,0.3328917920589447,0.16637761890888214,0.827238142490387,0.9129522442817688
13,0.8785714507102966,0.9399999976158142,0.35582810640335083,0.20215973258018494,0.8056873679161072,0.9106665849685669
14,0.8971428275108337,0.949999988079071,0.32502481341362,0.16192471981048584,0.8227213025093079,0.9236190319061279
15,0.8871428370475769,0.9150000214576721,0.32523125410079956,0.2054007351398468,0.8136327266693115,0.8476189970970154
16,0.8985714316368103,0.9399999976158142,0.30223163962364197,0.1725900024175644,0.8155375719070435,0.9262856245040894
17,0.8971428275108337,0.9449999928474426,0.3047977089881897,0.1792033314704895,0.8431839346885681,0.8982856869697571
18,0.9057142734527588,0.925000011920929,0.28681787848472595,0.1878795027732849,0.8488435745239258,0.858285665512085
19,0.904285728931427,0.9399999976158142,0.27719351649284363,0.15652777254581451,0.8300681114196777,0.9076189994812012
20,0.9028571248054504,0.9350000023841858,0.28097009658813477,0.1692792922258377,0.8234829902648926,0.9009522795677185
21,0.9028571248054504,0.9300000071525574,0.30085256695747375,0.16899734735488892,0.8368980884552002,0.8771427869796753
22,0.9014285802841187,0.9449999928474426,0.2865605354309082,0.1678798794746399,0.8096328377723694,0.897142767906189
23,0.8971428275108337,0.8849999904632568,0.2962552309036255,0.264007568359375,0.8366533517837524,0.8102856278419495
24,0.9057142734527588,0.9300000071525574,0.28443312644958496,0.17390088737010956,0.8508028984069824,0.8969523906707764
25,0.895714282989502,0.9399999976158142,0.2924738824367523,0.19058412313461304,0.8019862771034241,0.909809410572052
26,0.8999999761581421,0.9449999928474426,0.2743976414203644,0.15637069940567017,0.8327075242996216,0.9158093929290771
27,0.8985714316368103,0.9350000023841858,0.2552295923233032,0.16978837549686432,0.8505306839942932,0.9062856435775757
28,0.9028571248054504,0.9200000166893005,0.26877185702323914,0.17523008584976196,0.8558639883995056,0.8542856574058533
29,0.9100000262260437,0.9200000166893005,0.27846208214759827,0.18068048357963562,0.8469390273094177,0.8729522824287415
30,0.9114285707473755,0.925000011920929,0.25216618180274963,0.213556706905365,0.8398639559745789,0.8946666121482849
31,0.9228571653366089,0.9300000071525574,0.25036385655403137,0.1592717170715332,0.8621497750282288,0.8969523906707764
32,0.9128571152687073,0.9399999976158142,0.2596471607685089,0.16668447852134705,0.833142876625061,0.8958094716072083
33,0.9100000262260437,0.925000011920929,0.24413765966892242,0.176912322640419,0.8159455060958862,0.9104760885238647
34,0.9157142639160156,0.9300000071525574,0.26095709204673767,0.16860094666481018,0.8227756023406982,0.9144760966300964
35,0.904285728931427,0.9350000023841858,0.2680475413799286,0.1637009084224701,0.8341497778892517,0.8864760398864746
36,0.9100000262260437,0.9300000071525574,0.25748512148857117,0.1598225086927414,0.8277279138565063,0.8664760589599609
37,0.9057142734527588,0.9300000071525574,0.26313430070877075,0.17678676545619965,0.829850435256958,0.8611428141593933
38,0.9171428680419922,0.949999988079071,0.24057266116142273,0.15729187428951263,0.8416597843170166,0.925142765045166
39,0.9128571152687073,0.9399999976158142,0.25174155831336975,0.20627234876155853,0.8498504757881165,0.9239999651908875
40,0.9128571152687073,0.9300000071525574,0.24953965842723846,0.16583001613616943,0.8337144255638123,0.8958094120025635
41,0.918571412563324,0.925000011920929,0.2480027973651886,0.18151065707206726,0.8408164978027344,0.8978094458580017
42,0.9171428680419922,0.8999999761581421,0.2119320034980774,0.1848571002483368,0.8307212591171265,0.8518093824386597
43,0.9114285707473755,0.9449999928474426,0.24377131462097168,0.1608586460351944,0.8548843860626221,0.9191427826881409
44,0.9071428775787354,0.9399999976158142,0.23886126279830933,0.17436735332012177,0.8463400602340698,0.9258095026016235
45,0.9328571557998657,0.9449999928474426,0.2186821699142456,0.1567944437265396,0.8601362705230713,0.9291427731513977
46,0.9257143139839172,0.9399999976158142,0.22742310166358948,0.16467081010341644,0.8507755994796753,0.925142765045166
47,0.9314285516738892,0.949999988079071,0.20091071724891663,0.16561275720596313,0.8495510220527649,0.9364761114120483
48,0.9357143044471741,0.9399999976158142,0.21504339575767517,0.1822279691696167,0.8402449488639832,0.925809383392334
