,acc,val_acc,loss,val_loss
0,0.4625850319862366,0.4404761791229248,1.1130670309066772,0.7996739149093628
1,0.4829931855201721,0.380952388048172,1.0196491479873657,0.8538606762886047
2,0.47959184646606445,0.4166666567325592,1.0215339660644531,0.8600054383277893
3,0.4761904776096344,0.4285714328289032,1.0359947681427002,0.8368788361549377
4,0.4659864008426666,0.4523809552192688,0.940681517124176,0.8199363946914673
5,0.4353741407394409,0.4047619104385376,0.9569091796875,0.805884063243866
6,0.47278910875320435,0.4166666567325592,0.9163935780525208,0.8102015256881714
7,0.5170068144798279,0.4404761791229248,0.8460860252380371,0.7916200757026672
8,0.4863945543766022,0.4404761791229248,0.8607898354530334,0.7897477746009827
9,0.5102040767669678,0.4166666567325592,0.8494536280632019,0.7882839441299438
10,0.47278910875320435,0.4047619104385376,0.8830287456512451,0.8253719806671143
11,0.4897959232330322,0.4047619104385376,0.8225478529930115,0.7612420916557312
12,0.5272108912467957,0.488095223903656,0.8273758292198181,0.7585703134536743
13,0.4625850319862366,0.4642857015132904,0.8791653513908386,0.7842490077018738
14,0.5340136289596558,0.4285714328289032,0.7558426856994629,0.773125410079956
15,0.5136054158210754,0.4761904776096344,0.8259757161140442,0.789338231086731
16,0.5340136289596558,0.523809552192688,0.809029757976532,0.747574508190155
17,0.5544217824935913,0.5,0.7486715912818909,0.7612061500549316
18,0.47278910875320435,0.4523809552192688,0.8167262673377991,0.7821722626686096
19,0.5,0.488095223903656,0.8037627339363098,0.7662876844406128
20,0.5374149680137634,0.5,0.7822557687759399,0.7539728283882141
21,0.5646258592605591,0.4404761791229248,0.7738696336746216,0.7853429913520813
22,0.5306122303009033,0.4285714328289032,0.7953200936317444,0.8053469657897949
23,0.5782312750816345,0.523809552192688,0.716272234916687,0.7164538502693176
24,0.5,0.5,0.7772393226623535,0.7420570850372314
25,0.5170068144798279,0.488095223903656,0.778525173664093,0.7351075410842896
26,0.5782312750816345,0.511904776096344,0.7381122708320618,0.7696133852005005
27,0.5170068144798279,0.4404761791229248,0.7696674466133118,0.7827016711235046
28,0.5306122303009033,0.4523809552192688,0.7582684755325317,0.7627260088920593
29,0.5408163070678711,0.523809552192688,0.7520055174827576,0.7469773888587952
30,0.5034013390541077,0.4761904776096344,0.7854164242744446,0.7788732647895813
31,0.5544217824935913,0.4761904776096344,0.7476751208305359,0.7580251097679138
32,0.5102040767669678,0.511904776096344,0.7755829691886902,0.765356719493866
33,0.5680271983146667,0.5357142686843872,0.7627201080322266,0.7598093748092651
34,0.5612244606018066,0.4404761791229248,0.7394652962684631,0.7483178973197937
35,0.5374149680137634,0.511904776096344,0.762162983417511,0.737049400806427
36,0.5442177057266235,0.4523809552192688,0.7238219380378723,0.7538304328918457
37,0.6122449040412903,0.511904776096344,0.7187715768814087,0.7666619420051575
38,0.4897959232330322,0.4761904776096344,0.7679358124732971,0.7582635283470154
39,0.5612244606018066,0.4761904776096344,0.7204350829124451,0.7452197074890137
40,0.5510203838348389,0.5357142686843872,0.7782796621322632,0.7176834344863892
41,0.6564626097679138,0.5476190447807312,0.6579440832138062,0.7310097813606262
42,0.5850340127944946,0.523809552192688,0.7116067409515381,0.7504178285598755
43,0.5680271983146667,0.5,0.7493047118186951,0.759112536907196
44,0.6122449040412903,0.5833333134651184,0.6920005083084106,0.705456554889679
45,0.5646258592605591,0.5,0.7426173090934753,0.7639058232307434
46,0.557823121547699,0.511904776096344,0.730462372303009,0.7412033081054688
47,0.6190476417541504,0.511904776096344,0.6873195171356201,0.7603961229324341
48,0.5782312750816345,0.5,0.7204468846321106,0.7400107979774475
49,0.5884353518486023,0.511904776096344,0.7155788540840149,0.7421075105667114
50,0.523809552192688,0.5357142686843872,0.7609993815422058,0.7267002463340759
51,0.5544217824935913,0.5476190447807312,0.7443125247955322,0.7349627614021301
52,0.6088435649871826,0.488095223903656,0.669970691204071,0.7348335385322571
53,0.5612244606018066,0.523809552192688,0.6997052431106567,0.7096717953681946
54,0.5918367505073547,0.488095223903656,0.6816101670265198,0.7319363951683044
55,0.5782312750816345,0.5357142686843872,0.682121992111206,0.7278070449829102
