,acc,val_acc,loss,val_loss
0,0.4931972920894623,0.5,1.3696131706237793,0.6891905665397644
1,0.4931972920894623,0.5,1.3344088792800903,0.7338031530380249
2,0.47959184646606445,0.5,1.2741329669952393,0.7638992071151733
3,0.5068027377128601,0.5,1.1536943912506104,0.8395968079566956
4,0.5170068144798279,0.5,1.139451265335083,0.8564870953559875
5,0.5136054158210754,0.5,1.131404995918274,0.9085565209388733
6,0.5408163070678711,0.5,1.0186498165130615,0.8980014324188232
7,0.5034013390541077,0.5,1.0606609582901,0.9214129447937012
8,0.5374149680137634,0.5,0.934422492980957,1.0387636423110962
9,0.5102040767669678,0.523809552192688,1.0177688598632812,0.9316112995147705
10,0.5204081535339355,0.488095223903656,0.9172407984733582,0.9697861671447754
11,0.4897959232330322,0.511904776096344,0.9767950177192688,0.9110122919082642
12,0.4897959232330322,0.5,0.9613869786262512,0.8773646354675293
13,0.5272108912467957,0.511904776096344,0.9059826135635376,0.8023386597633362
14,0.5374149680137634,0.4642857015132904,0.8527147769927979,0.835272490978241
15,0.523809552192688,0.511904776096344,0.8565390706062317,0.7964264750480652
16,0.5170068144798279,0.5476190447807312,0.858194887638092,0.7570304274559021
17,0.5272108912467957,0.523809552192688,0.8474572896957397,0.770004391670227
18,0.5680271983146667,0.523809552192688,0.7846783399581909,0.7696347236633301
19,0.5544217824935913,0.6071428656578064,0.7991273999214172,0.700157642364502
